driver_id,month_a,month_b,county,trips_a,trips_b,trip_count_ratio,rcci_v1,rcci_balanced_weighted,rcci_edge_heavy_weighted,rcci_balanced_jaccard,rcci_geometric_weighted,confidence_label,confidence_reason,interpretation_label
ca351c04cfabaae40cb77059ef799f4a,2023-05,2023-06,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-05,2023-06,Palm Beach County,0,3,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Broward County,110,167,1.518181818181818,58.210912613180895,58.210912613180895,58.97044954538985,57.5033196972395,58.254075379421536,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-06,2023-07,Palm Beach County,3,0,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Broward County,167,170,1.0179640718562875,51.005796018342885,51.005796018342885,51.97482427023963,57.115132630084084,51.065725964921704,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-07,2023-08,Palm Beach County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Broward County,170,110,1.5454545454545454,61.207824526346414,61.207824526346414,61.85767794467451,63.000028128299036,61.24185964444984,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Miami-Dade County,0,1,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-08,2023-09,Palm Beach County,0,2,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Broward County,110,153,1.3909090909090909,57.78022140294499,57.78022140294499,58.49439964631715,54.95339474165802,57.817990934953315,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Miami-Dade County,1,0,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-09,2023-10,Palm Beach County,2,1,2.0,75.6544502617801,75.6544502617801,75.96858638743456,75.6544502617801,75.66712033796388,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Broward County,153,103,1.4854368932038835,70.79925978015503,70.79925978015503,71.3276474059634,75.46354963420963,70.82915376411836,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-10,2023-11,Palm Beach County,1,0,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Broward County,103,110,1.0679611650485437,63.162601828512976,63.162601828512976,63.93858673813342,70.7086116540789,63.213719263563306,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-11,2023-12,Palm Beach County,0,1,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Broward County,110,109,1.0091743119266054,67.50348340938943,67.50348340938943,68.0882969421854,64.01802965144363,67.5363888700295,HIGH,high_coverage_balanced,MODERATE RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2023-12,2024-01,Palm Beach County,1,1,1.0,100.0,100.0,100.0,100.0,100.0,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Broward County,109,61,1.7868852459016393,78.28471360944678,78.28471360944678,78.645128420121,73.45042194020226,78.3034151235664,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2024-01,2024-02,Palm Beach County,1,1,1.0,11.198095741867231,11.198095741867231,13.151018249140439,11.198095741867231,11.332411302808964,LOW,low_trip_count_under_10,LOW CONFIDENCE - interpret with trip-count context
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Broward County,61,56,1.0892857142857142,73.41981918887271,73.41981918887271,73.99585286598061,65.47800929877152,73.45885892675383,HIGH,high_coverage_balanced,HIGH RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2024-02,2024-03,Palm Beach County,1,0,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Broward County,56,124,2.2142857142857144,78.15165705715933,78.15165705715933,78.51279331505724,73.83360475332982,78.1703191017786,MEDIUM,trip_count_ratio_gt_2,HIGH RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2024-03,2024-04,Palm Beach County,0,2,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Broward County,124,54,2.2962962962962963,75.36996730485181,75.36996730485181,75.72477367900046,72.468981235215,75.38594480191317,MEDIUM,trip_count_ratio_gt_2,HIGH RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2024-04,2024-05,Palm Beach County,2,0,,100.0,100.0,100.0,100.0,100.0,LOW,zero_trip_month,ZERO-BASELINE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Broward County,54,62,1.1481481481481481,57.04813015015486,57.04813015015486,57.989917051131876,55.172117562390596,57.11271041957523,HIGH,high_coverage_balanced,LOW RELATIVE CHANGE
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Miami-Dade County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
ca351c04cfabaae40cb77059ef799f4a,2024-05,2024-06,Palm Beach County,0,0,,,,,,,LOW,both_months_no_trips,NO COMPARISON
